method,model_name,display_name,input_type,sample_id,row_index,selection_group,selected_from_model,true_label,true_class_name,explained_predicted_label,explained_predicted_class_name,feature_rank,feature,explanation_value,abs_explanation_value
SHAP,logistic_regression,Logistic Regression,scaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,3,Area,0.6922731026446406,0.6922731026446406
SHAP,logistic_regression,Logistic Regression,scaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,4,ShapeFactor4,-0.5834529148091258,0.5834529148091258
SHAP,logistic_regression,Logistic Regression,scaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,5,MajorAxisLength,0.518159605102477,0.518159605102477
SHAP,logistic_regression,Logistic Regression,scaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,1,Perimeter,0.9312541093912736,0.9312541093912736
SHAP,logistic_regression,Logistic Regression,scaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,2,ConvexArea,0.7099174733160756,0.7099174733160756
SHAP,logistic_regression,Logistic Regression,scaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,3,Area,0.6830002999878204,0.6830002999878204
SHAP,logistic_regression,Logistic Regression,scaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,4,ShapeFactor1,-0.6456596431299895,0.6456596431299895
SHAP,logistic_regression,Logistic Regression,scaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,5,MinorAxisLength,0.6156460252684569,0.6156460252684569
SHAP,logistic_regression,Logistic Regression,scaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,1,ShapeFactor1,2.78090062349062,2.78090062349062
SHAP,logistic_regression,Logistic Regression,scaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,2,EquivDiameter,1.7302376498126042,1.7302376498126042
SHAP,logistic_regression,Logistic Regression,scaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,3,MinorAxisLength,1.6445946379389609,1.6445946379389609
SHAP,logistic_regression,Logistic Regression,scaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,4,MajorAxisLength,1.632171726061057,1.632171726061057
SHAP,logistic_regression,Logistic Regression,scaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,5,Perimeter,1.291663758228459,1.291663758228459
SHAP,logistic_regression,Logistic Regression,scaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,1,ShapeFactor1,2.891244357286499,2.891244357286499
SHAP,logistic_regression,Logistic Regression,scaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,2,EquivDiameter,1.707640500096071,1.707640500096071
SHAP,logistic_regression,Logistic Regression,scaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,3,MinorAxisLength,1.673276782882833,1.673276782882833
SHAP,logistic_regression,Logistic Regression,scaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,4,MajorAxisLength,1.5538029436296623,1.5538029436296623
SHAP,logistic_regression,Logistic Regression,scaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,5,Perimeter,1.2861737254255252,1.2861737254255252
SHAP,logistic_regression,Logistic Regression,scaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,1,ShapeFactor1,2.358883403210635,2.358883403210635
SHAP,logistic_regression,Logistic Regression,scaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,2,EquivDiameter,1.5313810330388518,1.5313810330388518
SHAP,logistic_regression,Logistic Regression,scaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,3,MinorAxisLength,1.4716799839015733,1.4716799839015733
SHAP,logistic_regression,Logistic Regression,scaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,4,MajorAxisLength,1.4384503889068738,1.4384503889068738
SHAP,logistic_regression,Logistic Regression,scaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,5,Perimeter,1.1629777190594073,1.1629777190594073
SHAP,logistic_regression,Logistic Regression,scaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,3,DERMASON,1,ShapeFactor1,1.7285621870939103,1.7285621870939103
SHAP,logistic_regression,Logistic Regression,scaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,3,DERMASON,2,MajorAxisLength,1.5655663370887334,1.5655663370887334
SHAP,logistic_regression,Logistic Regression,scaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,3,DERMASON,3,EquivDiameter,1.469016464482468,1.469016464482468
SHAP,logistic_regression,Logistic Regression,scaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,3,DERMASON,4,MinorAxisLength,1.2038130806443192,1.2038130806443192
SHAP,logistic_regression,Logistic Regression,scaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,3,DERMASON,5,Perimeter,1.1227999114295324,1.1227999114295324
SHAP,logistic_regression,Logistic Regression,scaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,1,Perimeter,1.2332254768067432,1.2332254768067432
SHAP,logistic_regression,Logistic Regression,scaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,2,ConvexArea,0.8655929020743104,0.8655929020743104
SHAP,logistic_regression,Logistic Regression,scaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,3,Area,0.8338673273408451,0.8338673273408451
SHAP,logistic_regression,Logistic Regression,scaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,4,ShapeFactor4,-0.7294567536564907,0.7294567536564907
SHAP,logistic_regression,Logistic Regression,scaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,5,MajorAxisLength,0.6500565503798877,0.6500565503798877
SHAP,logistic_regression,Logistic Regression,scaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,1,Perimeter,1.248823096415734,1.248823096415734
SHAP,logistic_regression,Logistic Regression,scaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,2,ConvexArea,0.8315764202119711,0.8315764202119711
SHAP,logistic_regression,Logistic Regression,scaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,3,Area,0.7990329893178703,0.7990329893178703
SHAP,logistic_regression,Logistic Regression,scaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,4,ShapeFactor1,-0.7715650482979169,0.7715650482979169
SHAP,logistic_regression,Logistic Regression,scaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,5,MinorAxisLength,0.6857406300816934,0.6857406300816934
SHAP,logistic_regression,Logistic Regression,scaled,7761,21,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,1,ShapeFactor1,-1.1210946489580196,1.1210946489580196
SHAP,logistic_regression,Logistic Regression,scaled,7761,21,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,2,Perimeter,0.937787143782474,0.937787143782474
SHAP,logistic_regression,Logistic Regression,scaled,7761,21,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,3,MinorAxisLength,0.8673627199122734,0.8673627199122734
SHAP,logistic_regression,Logistic Regression,scaled,7761,21,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,4,Eccentricity,0.8386656115874767,0.8386656115874767
SHAP,logistic_regression,Logistic Regression,scaled,7761,21,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,5,ConvexArea,0.7896561087404413,0.7896561087404413
SHAP,decision_tree,Decision Tree,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,roundness,0.3035666618113812,0.3035666618113812
SHAP,decision_tree,Decision Tree,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,MajorAxisLength,0.2109036633103679,0.2109036633103679
SHAP,decision_tree,Decision Tree,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,Perimeter,0.1790420628386485,0.1790420628386485
SHAP,decision_tree,Decision Tree,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,MinorAxisLength,0.1341707976092476,0.1341707976092476
SHAP,decision_tree,Decision Tree,unscaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,ShapeFactor1,0.0915540776317839,0.0915540776317839
SHAP,decision_tree,Decision Tree,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,MajorAxisLength,0.2324229653063562,0.2324229653063562
SHAP,decision_tree,Decision Tree,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,Perimeter,0.2219287918884459,0.2219287918884459
SHAP,decision_tree,Decision Tree,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,Solidity,0.1309673201726979,0.1309673201726979
SHAP,decision_tree,Decision Tree,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,4,ShapeFactor1,0.0989233711771325,0.0989233711771325
SHAP,decision_tree,Decision Tree,unscaled,2590,960,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,5,roundness,0.097687632613976,0.097687632613976
SHAP,decision_tree,Decision Tree,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,1,Perimeter,0.2345532347591732,0.2345532347591732
SHAP,decision_tree,Decision Tree,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,2,MajorAxisLength,0.2327618083881724,0.2327618083881724
SHAP,decision_tree,Decision Tree,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,3,Compactness,0.138607661709639,0.138607661709639
SHAP,decision_tree,Decision Tree,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,4,ShapeFactor1,0.0912693112148364,0.0912693112148364
SHAP,decision_tree,Decision Tree,unscaled,2591,66,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,2,CALI,5,ShapeFactor4,0.0708056781213411,0.0708056781213411
SHAP,decision_tree,Decision Tree,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,1,Perimeter,0.3240261881208511,0.3240261881208511
SHAP,decision_tree,Decision Tree,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,2,Compactness,0.3072078556922396,0.3072078556922396
SHAP,decision_tree,Decision Tree,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,3,MajorAxisLength,0.17833620497107,0.17833620497107
SHAP,decision_tree,Decision Tree,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,4,MinorAxisLength,0.1380324859736288,0.1380324859736288
SHAP,decision_tree,Decision Tree,unscaled,2790,126,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,5,roundness,-0.1148473247723477,0.1148473247723477
SHAP,decision_tree,Decision Tree,unscaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,1,roundness,0.315981892338306,0.315981892338306
SHAP,decision_tree,Decision Tree,unscaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,2,Perimeter,0.2090434737099431,0.2090434737099431
SHAP,decision_tree,Decision Tree,unscaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,3,MajorAxisLength,0.2073059403101125,0.2073059403101125
SHAP,decision_tree,Decision Tree,unscaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,4,ShapeFactor1,0.0697632578049217,0.0697632578049217
SHAP,decision_tree,Decision Tree,unscaled,2883,553,barbunya_predicted_as_cali,mlp,0,BARBUNYA,2,CALI,5,MinorAxisLength,0.0686600494333286,0.0686600494333286
SHAP,decision_tree,Decision Tree,unscaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,1,ShapeFactor4,0.2997443698983611,0.2997443698983611
SHAP,decision_tree,Decision Tree,unscaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,2,Solidity,0.1743137739194207,0.1743137739194207
SHAP,decision_tree,Decision Tree,unscaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,3,MajorAxisLength,0.1716927295784763,0.1716927295784763
SHAP,decision_tree,Decision Tree,unscaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,4,ShapeFactor1,0.1187463828588892,0.1187463828588892
SHAP,decision_tree,Decision Tree,unscaled,3330,895,barbunya_predicted_as_cali,logistic_regression,0,BARBUNYA,0,BARBUNYA,5,Perimeter,0.0963669836695303,0.0963669836695303
SHAP,decision_tree,Decision Tree,unscaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,1,ShapeFactor1,0.4851347700190745,0.4851347700190745
SHAP,decision_tree,Decision Tree,unscaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,2,MajorAxisLength,0.1974814812510175,0.1974814812510175
SHAP,decision_tree,Decision Tree,unscaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,3,Perimeter,0.1927141725157575,0.1927141725157575
SHAP,decision_tree,Decision Tree,unscaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,4,EquivDiameter,0.0315876034533391,0.0315876034533391
SHAP,decision_tree,Decision Tree,unscaled,3450,1567,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,5,MinorAxisLength,0.0314677315499087,0.0314677315499087
SHAP,decision_tree,Decision Tree,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,1,ShapeFactor1,0.4851347700190745,0.4851347700190745
SHAP,decision_tree,Decision Tree,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,2,MajorAxisLength,0.1974814812510175,0.1974814812510175
SHAP,decision_tree,Decision Tree,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,3,Perimeter,0.1927141725157575,0.1927141725157575
SHAP,decision_tree,Decision Tree,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,4,EquivDiameter,0.0315876034533391,0.0315876034533391
SHAP,decision_tree,Decision Tree,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,5,MinorAxisLength,0.0314677315499087,0.0314677315499087
SHAP,decision_tree,Decision Tree,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,1,MajorAxisLength,0.3298595598334829,0.3298595598334829
SHAP,decision_tree,Decision Tree,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,2,ShapeFactor1,0.208458853729803,0.208458853729803
SHAP,decision_tree,Decision Tree,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,3,Perimeter,0.0945946766455391,0.0945946766455391
SHAP,decision_tree,Decision Tree,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,4,MinorAxisLength,0.0943413060227503,0.0943413060227503
SHAP,decision_tree,Decision Tree,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,5,ConvexArea,0.018136141255832,0.018136141255832
SHAP,decision_tree,Decision Tree,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,1,MajorAxisLength,0.3609715735020956,0.3609715735020956
SHAP,decision_tree,Decision Tree,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,2,ShapeFactor1,0.1978086323274332,0.1978086323274332
SHAP,decision_tree,Decision Tree,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,3,Perimeter,0.1003963097553908,0.1003963097553908
SHAP,decision_tree,Decision Tree,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,4,MinorAxisLength,0.0924421478632035,0.0924421478632035
SHAP,decision_tree,Decision Tree,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,5,ShapeFactor2,-0.0393487020061196,0.0393487020061196
SHAP,decision_tree,Decision Tree,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,1,MajorAxisLength,0.3467986757698641,0.3467986757698641
SHAP,decision_tree,Decision Tree,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,2,ShapeFactor1,0.1040294918999126,0.1040294918999126
SHAP,decision_tree,Decision Tree,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,3,Perimeter,0.103230614480259,0.103230614480259
SHAP,decision_tree,Decision Tree,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,4,MinorAxisLength,0.1029113677104987,0.1029113677104987
SHAP,decision_tree,Decision Tree,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,5,ShapeFactor3,0.0388084382303548,0.0388084382303548
SHAP,decision_tree,Decision Tree,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,1,MajorAxisLength,0.3515249378820244,0.3515249378820244
SHAP,decision_tree,Decision Tree,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,2,ShapeFactor1,0.1976570142877994,0.1976570142877994
SHAP,decision_tree,Decision Tree,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,3,Perimeter,0.1412959851501743,0.1412959851501743
SHAP,decision_tree,Decision Tree,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,4,MinorAxisLength,0.0854254999700783,0.0854254999700783
SHAP,decision_tree,Decision Tree,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,5,ShapeFactor2,-0.0443342791665197,0.0443342791665197
SHAP,decision_tree,Decision Tree,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,1,MajorAxisLength,0.3343116171348975,0.3343116171348975
SHAP,decision_tree,Decision Tree,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,2,Perimeter,0.1149365211764242,0.1149365211764242
SHAP,decision_tree,Decision Tree,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,3,ShapeFactor1,0.0983383978704796,0.0983383978704796
SHAP,decision_tree,Decision Tree,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,4,MinorAxisLength,0.0658942985321815,0.0658942985321815
SHAP,decision_tree,Decision Tree,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,5,ShapeFactor2,0.0579028106518175,0.0579028106518175
SHAP,decision_tree,Decision Tree,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,MajorAxisLength,0.319523995857554,0.319523995857554
SHAP,decision_tree,Decision Tree,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,Perimeter,0.1524551360856205,0.1524551360856205
SHAP,decision_tree,Decision Tree,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,ShapeFactor1,0.0817807921699561,0.0817807921699561
SHAP,decision_tree,Decision Tree,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,MinorAxisLength,0.0738695564643934,0.0738695564643934
SHAP,decision_tree,Decision Tree,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,ShapeFactor3,0.0340458651468038,0.0340458651468038
